model,term,coef,se,t
pooled_period_dummies,const,0.18912985411538508,0.08212515528764393,2.302946684885483
pooled_period_dummies,log_gdp_pc,0.006171167797542808,0.007375928930639748,0.8366631315965722
pooled_period_dummies,d1,0.5636475120768354,0.03506637197963593,16.073733330729567
pooled_period_dummies,d2,0.6149368882628531,0.03469824728165247,17.72241932773405
delta_202508_202605,const,1.1018089923834409,0.20833429384851354,5.288658780222717
delta_202508_202605,log_gdp_pc,-0.04994407268788843,0.020209320077167945,-2.471338595122464
country_FE,log_gdp_pc (within),0.0,40375387224062.58,0.0
